Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID
1736,36,22.0,Khada Douglas,http://games.crossfit.com/athlete/140582,1,66.54,1737 (12714),12714,0,143.0,1372 (273),2606 (339),5454 (103),2193 (233),1089 (09:56),16,CrossFit Frantic,CrossFit Frantic,,,,,,,,275.58,220.46,418.88,363.76,54,1737,1372,273,2606,339,5454,103,2193,233,1089,596,140582
1737,37,25.0,Kevin Bell,http://games.crossfit.com/athlete/99288,1,69.0,1738 (12716),12716,0,170.0,919 (284),2593 (339),6534 (102),1682 (239),988 (09:52),16,CrossFit Chino Hills,CrossFit Chino Hills,,,,,433,,,275.0,225.0,,360.0,60,1738,919,284,2593,339,6534,102,1682,239,988,592,99288
1738,38,26.0,Devin Thaut,http://games.crossfit.com/athlete/322478,1,60.0,1739 (12721),12721,0,193.0,7476 (234),2571 (339),1 (150),1946 (236),727 (09:39),16,,Power in Motion CrossFit,,,,,,,,,,,,,1739,7476,234,2571,339,1,150,1946,236,727,579,322478
1739,39,28.0,Matthew Aikin,http://games.crossfit.com/athlete/174348,1,72.0,1740 (12735),12735,0,215.0,1294 (274),1807 (341),2278 (114),2681 (227),4675 (11:29),16,Black Iron Gym,CrossFit Knurling,,,,,422,,,360.0,295.0,550.0,,,1740,1294,274,1807,341,2278,114,2681,227,4675,689,174348
1740,40,32.0,Josh Bailey,http://games.crossfit.com/athlete/43274,1,68.0,1741 (12738),12738,0,205.0,3877 (251),5402 (260),882 (118),1222 (245),1355 (10:08),16,CrossFit Bellevue,CrossFit Bellevue,,,,,,,,320.0,260.0,515.0,500.0,,1741,3877,251,5402,260,882,118,1222,245,1355,608,43274
1741,41,24.0,Matt Szymanski,http://games.crossfit.com/athlete/284712,1,68.0,1742 (12754),12754,0,178.0,507 (292),3204 (339),7512 (101),1339 (243),192 (08:52),16,CrossFit Wallingford,CrossFit Wallingford,,,,,,,,305.0,230.0,455.0,410.0,42,1742,507,292,3204,339,7512,101,1339,243,192,532,284712
1742,42,26.0,Mike Del Medico,http://games.crossfit.com/athlete/6835,1,70.0,1743 (12756),12756,0,190.0,2271 (265),1026 (343),5490 (103),2406 (230),1563 (10:16),16,CrossFit Sixth City,CrossFit Sixth City,,,,,,,,295.0,255.0,510.0,435.0,,1743,2271,265,1026,343,5490,103,2406,230,1563,616,6835
1743,43,25.0,Kyle Whitman,http://games.crossfit.com/athlete/445672,1,68.0,1744 (12763),12763,0,185.0,2271 (265),2163 (340),2790 (111),1030 (247),4509 (11:26),16,High Point CrossFit,High Point CrossFit,,,,,,,,0.0,0.0,0.0,0.0,,1744,2271,265,2163,340,2790,111,1030,247,4509,686,445672
1744,44,27.0,John Irvine,http://games.crossfit.com/athlete/558936,1,70.0,1745 (12774),12774,0,205.0,2271 (265),1423 (342),6161 (102),844 (250),2075 (10:32),16,,Unaffiliated,,,,,,,,325.0,250.0,,450.0,,1745,2271,265,1423,342,6161,102,844,250,2075,632,558936
1745,45,27.0,Joshua Hickson,http://games.crossfit.com/athlete/121294,1,75.0,1746 (12779),12779,0,229.0,3341 (258),1743 (341),2222 (114),568 (255),4905 (11:33),16,CrossFit AlphaDog,CrossFit Alpha Dog,,,,,485,,,325.0,275.0,515.0,475.0,,1746,3341,258,1743,341,2222,114,568,255,4905,693,121294
1746,46,26.0,Gianluca Stitzer,http://games.crossfit.com/athlete/547346,1,71.26,1747 (12782),12782,0,196.0,2158 (266),3390 (333),383 (125),3187 (220),3664 (11:10),16,,Tiger Mood CrossFit,,,,,,,,264.55,220.46,485.02,385.81,50,1747,2158,266,3390,333,383,125,3187,220,3664,670,547346
1747,47,31.0,Markus Schmidt,http://games.crossfit.com/athlete/566315,1,70.08,1748 (12799),12799,0,203.0,2158 (266),324 (423),234 (127),7871 (203),2212 (10:36),16,CrossFit am Rhein,CrossFit am Rhein,,,,,,,,,,,,,1748,2158,266,324,423,234,127,7871,203,2212,636,566315
1748,48,22.0,Wes Jenkins,http://games.crossfit.com/athlete/151900,1,72.0,1748 (12799),12799,0,180.0,2869 (260),2730 (339),2044 (114),3205 (220),1951 (10:29),16,CrossFit Adaptation,CrossFit Adaptation,,,,,,,,,,,400.0,,1748,2869,260,2730,339,2044,114,3205,220,1951,629,151900
1749,49,40.0,Stacey Adams,http://games.crossfit.com/athlete/36616,1,69.0,1750 (12800),12800,0,170.0,1682 (271),6196 (259),802 (119),1144 (246),2976 (10:54),16,Crossfit Adrenaline,CrossFit Adrenaline,,,,,,,,285.0,226.0,455.0,345.0,,1750,1682,271,6196,259,802,119,1144,246,2976,654,36616
1750,50,23.0,Richard Deschamps,http://games.crossfit.com/athlete/288615,1,70.0,1751 (12806),12806,0,205.0,2449 (264),1373 (342),6453 (102),1193 (245),1338 (10:07),16,Undefeated CrossFit,Undefeated CrossFit,,,,,388,,,280.0,225.0,520.0,450.0,34,1751,2449,264,1373,342,6453,102,1193,245,1338,607,288615
1751,51,27.0,Nic Brinson,http://games.crossfit.com/athlete/188333,1,71.0,1752 (12807),12807,0,185.0,1057 (278),607 (345),1254 (116),1141 (246),8748 (12:26),16,South Charlotte CrossFit,South Charlotte CrossFit,,,,,,,,325.0,270.0,500.0,405.0,,1752,1057,278,607,345,1254,116,1141,246,8748,746,188333
1752,52,30.0,Dennis Serritella,http://games.crossfit.com/athlete/109490,1,70.0,1753 (12809),12809,0,205.0,4201 (248),1628 (341),1627 (115),4041 (215),1312 (10:06),16,Great White CrossFit,Great White CrossFit,,,,,386,,,305.0,245.0,495.0,,37,1753,4201,248,1628,341,1627,115,4041,215,1312,606,109490
1753,53,30.0,Dustin Baker,http://games.crossfit.com/athlete/738754,1,,1754 (12814),12814,0,,2651 (262),3959 (262),2347 (113),2012 (235),1845 (10:26),16,CrossFit Tarpon Springs,CrossFit Tarpon Springs,,,,,,,,,,,,,1754,2651,262,3959,262,2347,113,2012,235,1845,626,738754
1754,54,43.0,Giulio Silvino,http://games.crossfit.com/athlete/278581,1,,1755 (12819),12819,0,172.0,6332 (239),1442 (342),2198 (114),1776 (238),1071 (09:55),16,,CrossFit Teramo,,,,,,,,,,,,,1755,6332,239,1442,342,2198,114,1776,238,1071,595,278581
1755,55,42.0,Christopher Christensen,http://games.crossfit.com/athlete/17586,1,69.0,1756 (12822),12822,0,178.0,4344 (247),2070 (340),2810 (111),2436 (230),1162 (09:59),16,Reebok CrossFit FirePower,Reebok CrossFit FirePower,,,,,401,,,275.0,215.0,465.0,385.0,47,1756,4344,247,2070,340,2810,111,2436,230,1162,599,17586
1756,56,20.0,Yunus Emre Ilhan,http://games.crossfit.com/athlete/270165,1,68.5,1757 (12825),12825,0,171.96,1617 (272),953 (343),2198 (114),7530 (204),527 (09:25),16,,Antrum CrossFit,,,,,,,,264.55,231.49,418.88,363.76,,1757,1617,272,953,343,2198,114,7530,204,527,565,270165
1757,57,25.0,Aidan Chemaly,http://games.crossfit.com/athlete/106057,1,67.32,1758 (12842),12842,0,158.0,633 (289),2461 (339),1821 (114),5976 (208),1951 (10:29),16,Zaks Pack East Tamaki,CrossFit East Tamaki,,,,,,,,,,,,,1758,633,289,2461,339,1821,114,5976,208,1951,629,106057
1758,58,28.0,David Rodriguez,http://games.crossfit.com/athlete/83446,1,68.0,1759 (12845),12845,0,180.0,1617 (272),1490 (341),5378 (103),3723 (217),637 (09:33),16,CrossFit Reston,CrossFit Reston,,,,,,,,305.0,227.0,,380.0,,1759,1617,272,1490,341,5378,103,3723,217,637,573,83446
1759,59,34.0,Jeremiah Santini,http://games.crossfit.com/athlete/14259,1,73.0,1760 (12847),12847,0,185.0,1372 (273),2639 (339),1254 (116),4043 (215),3539 (11:07),16,Invictus Point Loma,CrossFit Invictus Point Loma,,,,,372,,,255.0,205.0,483.0,340.0,43,1760,1372,273,2639,339,1254,116,4043,215,3539,667,14259
1760,60,22.0,Jean-Simon Roy-lemaire,http://games.crossfit.com/athlete/308712,1,69.0,1761 (12852),12852,0,205.0,3341 (258),1402 (342),3918 (107),612 (255),3579 (11:08),16,Tonic Crossfit,Tonic CrossFit,,,,,,,,,,,,,1761,3341,258,1402,342,3918,107,612,255,3579,668,308712
1761,61,26.0,Devin Johnson,http://games.crossfit.com/athlete/117487,1,72.0,1762 (12854),12854,0,,2449 (264),2322 (340),4868 (104),805 (251),2410 (10:41),16,,Alpha Horsemen CrossFit,,,,,,,,,,,,,1762,2449,264,2322,340,4868,104,805,251,2410,641,117487
1762,62,28.0,Chad Furey,http://games.crossfit.com/athlete/684627,1,,1763 (12864),12864,0,,1372 (273),3823 (262),1104 (117),3119 (221),3446 (11:05),16,902 Athletics,902 Athletics CrossFit,,,,,,,,,,,,,1763,1372,273,3823,262,1104,117,3119,221,3446,665,684627
1763,63,,Jake Holmberg,http://games.crossfit.com/athlete/51123,1,,1764 (12865),12865,0,,1949 (268),1142 (343),4760 (104),632 (254),4382 (11:24),16,,,,,,,,,,,,,,,1764,1949,268,1142,343,4760,104,632,254,4382,684,51123
