,Unnamed: 0,Age,Athlete,Athlete_URL,Gender,Height,Reg_Place,Reg_Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
98,98,30,Evgeni Tevelev,http://games.crossfit.com/athlete/451614,1,70.08,99 (687),0,1,173 lb,107 (243),85 (263),100 (106),161 (204),234 (12:54),16,,CrossFit Ashdod,--,--,--,--,--,--,17:30,235 lb,190 lb,--,--,--
99,99,24,Jaco Brits,http://games.crossfit.com/athlete/246678,1,74.41,100 (688),0,1,217 lb,195 (224),132 (260),90 (107),131 (206),140 (11:57),16,CrossFit Paarl Wolves,CrossFit Paarl,3:53,--,--,--,--,--,--,145 kg,121 kg,220 kg,180 kg,35
100,0,28,Eric Carmody,http://games.crossfit.com/athlete/28040,1,71.0,1 (16),0,2,195 lb,3 (312),4 (425),5 (128),1 (288),3 (09:09),16,Sentinel One,Reebok CrossFit Sentinel,2:20,7:31,1:50,15:30,484,0:00,18:08,340 lb,275 lb,515 lb,500 lb,50
101,1,28,Cameron Currie,http://games.crossfit.com/athlete/3057,1,70.0,2 (25),0,2,194 lb,7 (296),1 (428),7 (125),2 (275),8 (09:37),16,CrossFit Cavaliers,CrossFit Cavaliers,2:11,0:00,1:11,0:00,482,1:04,23:33,350 lb,255 lb,525 lb,485 lb,55
102,2,26,Ant Haynes,http://games.crossfit.com/athlete/23655,1,70.47,3 (35),0,2,89 kg,7 (296),9 (345),9 (122),3 (267),7 (09:33),16,CrossFit CSTL,CrossFit CSTL,0:00,--,0:00,--,--,0:00,--,0 kg,0 kg,0 kg,0 kg,--
103,3,27,Carlos Albaladejo,http://games.crossfit.com/athlete/41519,1,67.0,4 (37),0,2,175 lb,1 (324),2 (426),12 (120),21 (246),1 (08:59),16,,CrossFit Marvel,2:30,8:30,1:58,0:00,397,0:00,0:00,350 lb,275 lb,530 lb,450 lb,54
104,4,25,JiMoo Son,http://games.crossfit.com/athlete/278578,1,66.93,5 (44),0,2,174 lb,4 (300),15 (343),9 (122),10 (254),6 (09:27),16,,CrossFit Sechan,2:19,0:00,1:36,0:00,0,0:00,0:00,315 lb,260 lb,535 lb,465 lb,63
105,5,24,Fiodor Serkov,http://games.crossfit.com/athlete/21447,1,68.9,6 (50),0,2,90 kg,28 (270),5 (425),3 (130),9 (254),5 (09:25),16,,CrossFit EKB,2:22,--,0:00,--,--,--,--,147 kg,120 kg,210 kg,200 kg,80
106,6,25,Zach Morton-Adair,http://games.crossfit.com/athlete/42857,1,71.26,7 (52),0,2,93 kg,2 (314),7 (423),17 (116),5 (263),21 (09:56),16,,S2S CrossFit,--,--,1:42,--,--,--,--,148 kg,118 kg,228 kg,188 kg,--
107,7,27,Sul Min Choi,http://games.crossfit.com/athlete/34149,1,68.5,8 (58),0,2,193 lb,5 (299),20 (343),18 (116),6 (260),9 (09:39),16,,CrossFit FBJ,5:00,0:00,3:07,30:00,0,0:00,21:00,135 kg,105 kg,220 kg,185 kg,30
108,8,29,YooSik Kim,http://games.crossfit.com/athlete/101057,1,66.93,9 (65),0,2,176 lb,6 (298),16 (343),13 (118),4 (265),26 (10:11),16,CrossFit Zest,CrossFit Zest,2:26,8:39,1:58,18:56,345,--,--,300 lb,245 lb,535 lb,440 lb,59
109,9,32,Michael Mogard,http://games.crossfit.com/athlete/21658,1,69.0,10 (69),0,2,178 lb,15 (286),10 (345),4 (129),25 (245),15 (09:52),16,Reebok CrossFit 673,Reebok CrossFit 673,2:10,7:30,2:00,0:00,411,1:00,21:00,315 lb,270 lb,500 lb,400 lb,53
110,10,30,Henrik Olofsson,http://games.crossfit.com/athlete/106865,1,71.26,11 (81),0,2,187 lb,13 (287),31 (340),19 (115),14 (249),4 (09:21),16,,Unaffiliated,2:40,--,--,--,--,--,--,130 kg,110 kg,210 kg,180 kg,--
111,11,26,Tom Brown,http://games.crossfit.com/athlete/552335,1,66.0,12 (85),0,2,168 lb,13 (287),35 (339),6 (125),29 (242),2 (09:04),16,Shogun CrossFit,Shogun CrossFit,2:18,--,--,--,--,--,19:30,275 lb,227 lb,500 lb,418 lb,--
112,12,24,Park Jihwan,http://games.crossfit.com/athlete/490478,1,65.75,13 (91),0,2,148 lb,7 (296),28 (340),11 (121),27 (244),18 (09:54),16,,CrossFit Sechan,--,--,--,--,--,--,--,--,--,--,--,--
113,13,28,Han Sunjae,http://games.crossfit.com/athlete/244679,1,67.72,14 (103),0,2,182 lb,21 (276),21 (342),33 (112),17 (247),11 (09:40),16,CrossFit 4TP,CrossFit 4TP,--,--,--,--,--,--,--,--,--,--,--,--
114,14,27,Yeojoon choi,http://games.crossfit.com/athlete/190237,1,69.69,15 (117),0,2,180 lb,16 (285),23 (341),56 (107),8 (256),14 (09:51),16,,Beeline CrossFit,3:31,10:03,3:54,29:51,250,1:49,26:53,255 lb,235 lb,375 lb,335 lb,30
115,15,24,kyungsun kang,http://games.crossfit.com/athlete/163322,1,70.08,16 (126),0,2,198 lb,45 (261),8 (423),23 (114),18 (247),32 (10:22),16,,Reebok CrossFit XTM2,--,--,--,--,--,--,--,285 lb,225 lb,--,415 lb,--
116,16,29,Talgat Yeskendirov,http://games.crossfit.com/athlete/489441,1,,17 (143),0,2,180 lb,20 (277),38 (339),14 (117),48 (232),23 (10:02),16,,CrossFit Astana Highvill,--,--,--,--,--,--,--,--,--,--,--,--
117,17,26,Antonio Barrias,http://games.crossfit.com/athlete/231143,1,66.54,18 (144),0,2,79 kg,46 (260),12 (344),37 (111),20 (246),29 (10:17),16,,CrossFit Cotai,2:37,--,--,--,--,--,--,140 kg,116 kg,220 kg,215 kg,61
118,18,32,Ron Harvey,http://games.crossfit.com/athlete/145325,1,70.08,19 (163),0,2,187 lb,28 (270),22 (342),25 (114),11 (252),77 (11:00),16,East West CrossFit,East West CrossFit,2:32,--,--,--,--,1:00,--,--,--,210 kg,180 kg,--
119,19,30,Daniel Hershey,http://games.crossfit.com/athlete/2615,1,74.0,20 (165),0,2,215 lb,32 (266),34 (340),51 (108),7 (258),41 (10:36),16,Reebok CrossFit Asia,Reebok CrossFit Asia,2:26,0:00,1:26,19:21,440,0:57,0:00,316 lb,267 lb,485 lb,431 lb,55
120,20,23,YeonGyu Choo,http://games.crossfit.com/athlete/473943,1,,20 (165),0,2,163 lb,18 (278),40 (339),21 (114),49 (232),37 (10:31),16,CrossFit LOL,CrossFit LOL,--,--,--,--,--,--,--,--,--,--,--,--
121,21,28,Clay Braden,http://games.crossfit.com/athlete/15000,1,74.0,22 (203),0,2,198 lb,12 (289),54 (339),14 (117),30 (242),93 (11:12),16,Reebok CrossFit Asia,Reebok CrossFit Asia,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
122,22,26,Kim DongJu,http://games.crossfit.com/athlete/470776,1,71.26,22 (203),0,2,180 lb,18 (278),61 (263),58 (106),33 (241),33 (10:23),16,CrossFit LOL,CrossFit LOL,3:38,7:07,3:05,--,--,--,--,265 lb,205 lb,455 lb,385 lb,56
123,23,23,Ginjiro Fujiwara,http://games.crossfit.com/athlete/336410,1,,24 (211),0,2,176 lb,58 (256),25 (341),26 (114),71 (222),31 (10:20),16,,Reebok CrossFit Heart and Beauty,--,--,--,--,--,--,--,--,--,--,--,--
124,24,26,Timur Bullo,http://games.crossfit.com/athlete/229124,1,65.75,25 (218),0,2,161 lb,36 (263),78 (261),22 (114),67 (225),15 (09:52),16,CrossFit EKB,CrossFit EKB,2:09,--,2:05,15:13,326,--,--,115 kg,95 kg,160 kg,--,90
125,25,24,Myung Sik kwak,http://games.crossfit.com/athlete/137056,1,69.29,26 (225),0,2,175 lb,22 (274),83 (261),45 (109),24 (246),51 (10:47),16,,CrossFit Limelight,2:40,9:05,2:50,--,--,--,18:30,138 kg,115 kg,220 kg,190 kg,42
126,26,26,INSU BAEK,http://games.crossfit.com/athlete/105886,1,69.69,27 (232),0,2,92 kg,22 (274),18 (343),75 (103),31 (242),86 (11:04),16,CrossFit HON,CrossFit HON,3:02,13:13,1:37,19:10,344,1:15,25:00,325 lb,250 lb,535 lb,405 lb,47
127,27,30,Hyuksan Kwon,http://games.crossfit.com/athlete/147109,1,68.5,28 (239),0,2,83 kg,25 (272),45 (339),97 (102),38 (238),34 (10:27),16,,Reebok CrossFit Fighting Spirit,--,--,--,--,--,--,--,310 lb,235 lb,435 lb,405 lb,--
128,28,30,Young-Jun Kim,http://games.crossfit.com/athlete/3021,1,64.96,29 (247),0,2,169 lb,63 (250),19 (343),101 (102),39 (238),25 (10:05),16,,CrossFit Chiwoo,0:00,0:00,0:00,0:00,0,0:00,0:00,307 lb,247 lb,435 lb,395 lb,0
129,29,21,Ivan Shamanaev,http://games.crossfit.com/athlete/98060,1,70.08,30 (260),0,2,78 kg,33 (265),46 (339),62 (105),74 (222),45 (10:44),16,CrossFit EKB,CrossFit EKB,--,--,--,--,--,--,--,125 kg,100 kg,180 kg,155 kg,--
130,30,24,Pavel Petruchenya,http://games.crossfit.com/athlete/165892,1,73.23,31 (269),0,2,220 lb,39 (262),13 (344),2 (133),68 (224),147 (11:48),16,Siberian Bears,CrossFit Berloga,2:15,7:12,1:54,--,--,--,--,135 kg,115 kg,240 kg,180 kg,70
131,31,25,Buhyun Yoon,http://games.crossfit.com/athlete/282190,1,69.69,31 (269),0,2,89 kg,46 (260),37 (339),119 (101),28 (243),39 (10:34),16,CFGN,CrossFit Gangnam,--,--,--,--,--,--,--,275 lb,195 lb,435 lb,405 lb,--
132,32,25,Josh McNeil,http://games.crossfit.com/athlete/269924,1,69.0,33 (270),0,2,190 lb,63 (250),55 (339),43 (109),32 (242),77 (11:00),16,Reebok CrossFit Asia,Reebok CrossFit Asia,2:11,--,1:56,--,405,1:09,20:18,308 lb,255 lb,475 lb,416 lb,75
133,33,22,Justin Hernandez,http://games.crossfit.com/athlete/434258,1,68.5,34 (276),0,2,185 lb,90 (246),14 (344),60 (106),19 (247),93 (11:12),16,Primal Ape CrossFit,Primal Ape CrossFit,2:45,--,--,--,--,--,--,315 lb,260 lb,505 lb,430 lb,--
134,34,23,Sergey Ovchinnikov,http://games.crossfit.com/athlete/247193,1,70.87,35 (296),0,2,95 kg,61 (252),17 (343),96 (102),83 (219),39 (10:34),16,CrossFit EKB,CrossFit EKB,2:28,--,--,--,--,--,--,135 kg,110 kg,220 kg,185 kg,--
135,35,28,Hyungu Cho,http://games.crossfit.com/athlete/458434,1,,36 (320),0,2,--,30 (268),30 (340),29 (113),52 (231),179 (12:06),16,,CrossFit Bigfoot,--,--,--,--,--,--,--,--,--,--,--,--
136,36,31,Won Ikhoon,http://games.crossfit.com/athlete/71304,1,67.32,36 (320),0,2,166 lb,108 (242),42 (339),69 (104),64 (226),37 (10:31),16,CFGN,CrossFit Gangnam,2:04,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,63
137,37,30,Doo Young Lee,http://games.crossfit.com/athlete/94556,1,71.0,38 (323),0,2,187 lb,54 (258),26 (341),97 (102),69 (223),77 (11:00),16,CrossFit Zest,CrossFit Zest,2:49,9:06,2:04,21:18,341,--,--,305 lb,245 lb,475 lb,385 lb,--
138,38,25,Park JaeSung,http://games.crossfit.com/athlete/433901,1,,39 (325),0,2,160 lb,46 (260),68 (262),161 (98),41 (237),9 (09:39),16,,CrossFit Marid,--,--,--,--,--,--,--,--,--,--,--,--
139,39,20,David Butcher,http://games.crossfit.com/athlete/232748,1,67.0,40 (332),0,2,180 lb,142 (234),73 (262),44 (109),22 (246),51 (10:47),16,Humphreys CrossFit,Humphreys CrossFit,3:24,--,2:24,--,--,1:02,--,265 lb,225 lb,475 lb,415 lb,47
140,40,33,Sergey Rykov,http://games.crossfit.com/athlete/312831,1,68.5,41 (336),0,2,91 kg,90 (246),41 (339),33 (112),111 (212),61 (10:51),16,Siberian Bears,CrossFit Berloga,2:19,7:50,3:00,--,--,0:54,--,110 kg,85 kg,200 kg,175 kg,60
141,41,46,Gregg Geerdes,http://games.crossfit.com/athlete/297488,1,72.0,41 (336),0,2,187 lb,46 (260),92 (260),94 (102),34 (240),70 (10:57),16,,CrossFit 86,2:45,--,2:15,--,--,--,--,--,--,200 kg,160 kg,--
142,42,31,Ashley Booth,http://games.crossfit.com/athlete/20921,1,70.87,43 (337),0,2,174 lb,60 (253),63 (263),49 (108),50 (232),115 (11:29),16,Reebok CrossFit Asphodel,Reebok CrossFit Asphodel,2:58,8:21,0:00,18:45,375,1:03,20:35,120 kg,93 kg,227 kg,180 kg,50
143,43,27,Jonghwa Son,http://games.crossfit.com/athlete/427440,1,66.14,44 (356),0,2,154 lb,27 (271),62 (263),124 (101),92 (216),51 (10:47),16,,CrossFit Moodori,2:50,10:20,3:30,17:40,383,--,21:10,90 kg,80 kg,180 kg,170 kg,40
144,44,30,sungwook yoo,http://games.crossfit.com/athlete/58334,1,70.08,45 (361),0,2,--,24 (273),79 (261),118 (101),15 (248),125 (11:33),16,Conan Crossfit WYB,CrossFit Win Your Body,2:33,0:00,0:00,0:00,398,0:00,0:00,--,--,--,--,--
145,45,29,cheol ho Yoon,http://games.crossfit.com/athlete/104656,1,,46 (364),0,2,180 lb,119 (240),47 (339),128 (101),23 (246),47 (10:45),16,CrossFit Teddygym,CrossFit Teddygym,--,--,--,--,--,--,--,--,--,--,--,--
146,46,28,JeWan Jeon,http://games.crossfit.com/athlete/137204,1,68.5,47 (370),0,2,175 lb,93 (245),29 (340),102 (102),60 (227),86 (11:04),16,CrossFit HON,CrossFit HON,2:54,10:30,4:46,20:57,--,--,--,245 lb,215 lb,365 lb,285 lb,35
147,47,25,Myungsu Lee,http://games.crossfit.com/athlete/143044,1,,48 (371),0,2,165 lb,36 (263),51 (339),219 (93),45 (234),20 (09:55),16,,,--,--,--,--,--,--,--,--,--,--,--,--
148,48,25,JooDeok Yoon,http://games.crossfit.com/athlete/477389,1,,49 (373),0,2,175 lb,46 (260),50 (339),164 (97),78 (220),35 (10:28),16,,,--,--,--,--,--,--,--,--,--,--,--,--
149,49,23,Seokbeom Kim,http://games.crossfit.com/athlete/433886,1,68.5,50 (383),0,2,175 lb,17 (283),36 (339),144 (99),89 (218),97 (11:13),16,Team RAON,CrossFit RAON,--,--,--,--,--,--,--,265 lb,220 lb,420 lb,395 lb,--
150,50,31,Hyeokjae Yang,http://games.crossfit.com/athlete/427461,1,,51 (386),0,2,161 lb,131 (238),43 (339),92 (102),93 (216),27 (10:14),16,,CrossFit Dolmengi,--,--,--,--,--,--,--,--,--,--,--,--
151,51,28,Nobutaka Furuya,http://games.crossfit.com/athlete/108951,1,,52 (389),0,2,171 lb,36 (263),91 (260),124 (101),123 (211),15 (09:52),16,,Chikara CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
152,52,26,Nicholas Caudillo,http://games.crossfit.com/athlete/243409,1,70.0,53 (395),0,2,185 lb,108 (242),115 (259),59 (106),43 (235),70 (10:57),16,Reebok CrossFit Asia,Reebok CrossFit Asia,2:57,9:18,1:56,--,395,1:19,--,295 lb,224 lb,450 lb,355 lb,--
153,53,26,younggeun choi,http://games.crossfit.com/athlete/120179,1,66.93,54 (406),0,2,155 lb,102 (243),80 (261),67 (104),81 (220),76 (10:59),16,,CrossFit Maya,2:47,8:43,2:42,--,--,--,--,120 kg,100 kg,200 kg,170 kg,40
154,54,20,Minsoo Kang,http://games.crossfit.com/athlete/672760,1,68.11,55 (416),0,2,72 kg,54 (258),101 (260),116 (101),87 (219),58 (10:50),16,,CrossFit SteamPunk 2,2:58,--,--,--,--,--,--,265 lb,200 lb,--,--,--
155,55,25,Keith Stillman,http://games.crossfit.com/athlete/319745,1,69.29,56 (447),0,2,195 lb,108 (242),57 (339),130 (100),44 (234),108 (11:23),16,,,2:42,--,2:36,--,--,--,--,135 kg,112 kg,455 lb,420 lb,50
156,56,28,marc Gupilan,http://games.crossfit.com/athlete/125984,1,72.0,57 (465),0,2,199 lb,33 (265),53 (339),76 (103),150 (206),153 (11:52),16,CrossFit BodyInMotion Gubei,CrossFit Body in Motion,--,--,--,--,--,--,--,265 lb,215 lb,465 lb,330 lb,--
157,57,30,Edmund Tan,http://games.crossfit.com/athlete/25613,1,66.93,58 (466),0,2,147 lb,142 (234),44 (339),78 (103),135 (209),67 (10:55),16,CrossFit 852,CrossFit 852,4:38,9:07,4:28,25:26,0,1:01,26:33,120 kg,100 kg,175 kg,165 kg,80
158,58,21,Daryl Cheng,http://games.crossfit.com/athlete/244351,1,68.5,59 (480),0,2,159 lb,73 (247),180 (257),132 (100),53 (231),42 (10:41),16,CFTP,CrossFit Tanjong Pagar,--,--,2:30,--,--,--,--,110 kg,95 kg,160 kg,140 kg,--
159,59,33,Heechul Kim,http://games.crossfit.com/athlete/105656,1,70.47,60 (493),0,2,186 lb,54 (258),134 (258),186 (96),37 (238),82 (11:01),16,CrossFit Zest,CrossFit Zest,--,9:18,4:01,--,326,1:33,21:11,225 lb,185 lb,385 lb,305 lb,22
160,60,33,Hyunwoo Kim,http://games.crossfit.com/athlete/247343,1,70.0,61 (495),0,2,185 lb,73 (247),118 (259),192 (96),63 (226),49 (10:46),16,CFGN,CrossFit Gangnam,--,--,--,--,--,--,--,--,--,--,--,--
161,61,23,Kim Jae Hong,http://games.crossfit.com/athlete/304833,1,,61 (495),0,2,185 lb,54 (258),193 (257),94 (102),61 (227),93 (11:12),16,,CrossFit Tiempo,--,--,--,--,--,--,--,--,--,--,--,--
162,62,25,Joe Gimm,http://games.crossfit.com/athlete/246572,1,,63 (506),0,2,--,73 (247),39 (339),73 (104),127 (210),194 (12:12),16,Sentinel One,Reebok CrossFit Sentinel,0:00,--,--,--,0,--,0:00,--,--,--,--,0
163,63,26,Hogun Hwang,http://games.crossfit.com/athlete/496740,1,170.0,64 (510),0,2,155 lb,39 (262),160 (257),206 (94),36 (239),69 (10:56),16,CrossFit Teddygym,CrossFit Teddygym,--,--,--,--,--,--,--,--,--,--,--,--
164,64,31,Steven Hightower,http://games.crossfit.com/athlete/12591,1,68.0,65 (515),0,2,164 lb,108 (242),72 (262),31 (113),88 (218),216 (12:23),16,CrossFit CSTL,CrossFit CSTL,2:51,8:35,2:25,25:54,332,1:10,25:24,275 lb,215 lb,485 lb,355 lb,25
165,65,27,Taehyung Kim,http://games.crossfit.com/athlete/574648,1,,66 (524),0,2,--,73 (247),103 (260),126 (101),131 (210),91 (11:11),16,,CrossFit FNS,--,--,--,--,--,--,--,--,--,--,--,--
166,66,25,Arseniy Zhuykov,http://games.crossfit.com/athlete/730996,1,68.9,67 (525),0,2,85 kg,95 (244),33 (340),294 (89),59 (228),44 (10:42),16,Redyar,CrossFit Redyar,--,--,--,--,--,--,--,160 kg,125 kg,200 kg,220 kg,30
167,67,24,Matt Cass,http://games.crossfit.com/athlete/470496,1,67.0,68 (529),0,2,165 lb,126 (239),131 (259),88 (103),96 (215),88 (11:06),16,East West CrossFit,East West CrossFit,3:11,--,2:20,--,--,--,18:48,265 lb,205 lb,450 lb,355 lb,40
168,68,30,Dylan Goddard,http://games.crossfit.com/athlete/101294,1,71.65,69 (531),0,2,203 lb,202 (223),67 (262),27 (114),172 (203),63 (10:52),16,CFTP,CrossFit Tanjong Pagar,3:26,9:05,2:50,22:20,--,--,--,120 kg,100 kg,240 kg,185 kg,--
169,69,31,Joon Hwan Heo,http://games.crossfit.com/athlete/114021,1,68.9,69 (531),0,2,185 lb,39 (262),47 (339),222 (93),57 (229),166 (11:57),16,Conan Crossfit WYB,CrossFit Win Your Body,2:50,8:10,2:58,18:57,329,1:02,19:35,125 kg,107 kg,190 kg,175 kg,55
170,70,30,Jinhyoung Kim,http://games.crossfit.com/athlete/220807,1,,71 (533),0,2,175 lb,138 (235),27 (341),166 (97),82 (220),120 (11:32),16,,Starting Power CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
171,71,29,Alexey Cherkasov,http://games.crossfit.com/athlete/476250,1,,72 (539),0,2,176 lb,108 (242),85 (261),35 (111),255 (196),56 (10:49),16,,,2:28,--,--,--,--,--,--,120 kg,95 kg,180 kg,175 kg,57
172,72,23,wangkeun song,http://games.crossfit.com/athlete/146848,1,,73 (545),0,2,--,119 (240),6 (424),105 (102),54 (231),261 (12:45),16,,Unaffiliated,--,--,--,--,--,--,--,160 kg,125 kg,--,200 kg,--
173,73,28,Hyunho Kim,http://games.crossfit.com/athlete/460571,1,,74 (561),0,2,183 lb,165 (231),3 (426),91 (103),195 (201),107 (11:22),16,,CrossFit Euddeum,--,--,--,--,--,--,--,--,--,--,--,--
174,74,25,Kim Gilsub,http://games.crossfit.com/athlete/717467,1,,75 (566),0,2,--,126 (239),94 (260),97 (102),213 (200),36 (10:29),16,,CrossFit Hwagok,--,--,--,--,--,--,--,--,--,--,--,--
175,75,27,Hanwoo Pak,http://games.crossfit.com/athlete/476085,1,69.0,75 (566),0,2,165 lb,59 (254),197 (256),140 (100),107 (214),63 (10:52),16,,CrossFit FBJ,--,--,--,--,--,--,--,--,--,--,--,--
176,76,33,SeHwan Kim,http://games.crossfit.com/athlete/258248,1,70.87,77 (570),0,2,176 lb,67 (249),220 (255),183 (96),26 (244),74 (10:58),16,,Unaffiliated,2:30,11:00,2:30,23:25,--,1:00,20:00,245 lb,205 lb,352 lb,341 lb,50
177,77,23,Eren Kim,http://games.crossfit.com/athlete/461950,1,66.14,77 (570),0,2,160 lb,138 (235),69 (262),69 (104),177 (203),117 (11:30),16,,Muhan CrossFit,2:26,--,--,--,--,--,--,300 lb,235 lb,435 lb,375 lb,--
178,78,30,Lee Koohun,http://games.crossfit.com/athlete/563854,1,70.87,79 (578),0,2,80 kg,192 (225),124 (259),55 (107),16 (248),191 (12:11),16,,Songdo CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
179,79,28,Timmy Jacobsson,http://games.crossfit.com/athlete/105245,1,67.72,80 (579),0,2,180 lb,113 (241),128 (259),191 (96),77 (220),70 (10:57),16,,Unaffiliated,--,--,--,--,--,--,--,295 lb,235 lb,505 lb,430 lb,--
180,80,23,Forrest Sparks III,http://games.crossfit.com/athlete/109429,1,70.0,81 (581),0,2,185 lb,119 (240),187 (257),150 (99),70 (223),55 (10:48),16,,CrossFit G zone,2:35,--,--,--,--,--,--,275 lb,231 lb,400 lb,365 lb,--
181,81,23,Yun seok Nar,http://games.crossfit.com/athlete/771347,1,,82 (583),0,2,--,73 (247),252 (254),126 (101),104 (214),28 (10:16),16,Conan Crossfit WYB,CrossFit Win Your Body,--,--,--,--,--,--,--,--,--,--,--,--
182,82,26,Rick Kim,http://games.crossfit.com/athlete/136640,1,,83 (585),0,2,--,73 (247),123 (259),135 (100),198 (201),56 (10:49),16,CrossFit Teddygym,CrossFit Teddygym,0:00,--,--,--,0,--,--,0 lb,0 lb,0 lb,0 lb,0
183,83,29,Petr Nasonov,http://games.crossfit.com/athlete/737289,1,,84 (588),0,2,105 kg,235 (220),74 (262),102 (102),128 (210),49 (10:46),16,Redyar,CrossFit Redyar,--,--,--,--,--,--,--,145 kg,120 kg,205 kg,200 kg,30
184,84,32,Alexey Linchenko,http://games.crossfit.com/athlete/428167,1,,85 (592),0,2,--,35 (264),24 (341),23 (114),452 (185),58 (10:50),16,,,--,--,--,--,--,--,--,--,--,--,--,--
185,85,25,Justin Kohn,http://games.crossfit.com/athlete/285776,1,69.0,85 (592),0,2,175 lb,102 (243),70 (262),37 (111),268 (195),115 (11:29),16,CrossFit Gof Metgot,CrossFit Gof Metgot,2:56,8:19,--,--,433,--,--,300 lb,225 lb,445 lb,385 lb,55
186,86,28,Joseph Mozzi,http://games.crossfit.com/athlete/41335,1,73.0,87 (595),0,2,220 lb,181 (228),192 (257),60 (106),51 (231),111 (11:25),16,Shogun CrossFit,Shogun CrossFit,2:24,8:20,1:25,18:00,427,1:00,21:12,335 lb,265 lb,535 lb,455 lb,--
187,87,39,Paulo Tatad,http://games.crossfit.com/athlete/25867,1,67.0,87 (595),0,2,175 lb,142 (234),130 (259),69 (104),126 (211),128 (11:37),16,CFMNL Regain Fitness,CrossFit MNL,3:26,9:49,2:00,20:51,358,1:19,0:00,295 lb,230 lb,435 lb,420 lb,0
188,88,25,Han Kim,http://games.crossfit.com/athlete/780807,1,,89 (605),0,2,--,142 (234),152 (258),188 (96),56 (230),67 (10:55),16,,Unaffiliated,--,--,--,--,--,--,--,--,--,--,--,--
189,89,23,Devon Powell,http://games.crossfit.com/athlete/208321,1,71.0,90 (613),0,2,206 lb,142 (234),87 (261),117 (101),40 (237),227 (12:27),16,Reebok CrossFit Asia,Reebok CrossFit Asia,3:30,--,--,--,--,--,--,--,--,--,--,--
190,90,30,Kirill Misyul,http://games.crossfit.com/athlete/690249,1,68.9,91 (626),0,2,88 kg,209 (221),112 (259),37 (111),108 (213),160 (11:55),16,Redyar,CrossFit Redyar,2:34,--,--,--,--,--,--,115 kg,95 kg,190 kg,160 kg,--
191,91,24,Choi Myunghyun,http://games.crossfit.com/athlete/245974,1,,91 (626),0,2,170 lb,134 (236),119 (259),166 (97),55 (231),152 (11:51),16,CrossFit HON,CrossFit HON,--,--,--,--,--,--,--,--,--,--,--,--
192,92,24,Han Sang Woo,http://games.crossfit.com/athlete/350900,1,,93 (634),0,2,165 lb,113 (241),149 (258),156 (98),80 (220),136 (11:40),16,,Unaffiliated,--,--,--,--,--,--,--,--,--,--,--,--
193,93,26,Vlad Teryohin,http://games.crossfit.com/athlete/657857,1,73.23,94 (648),0,2,94 kg,93 (245),121 (259),36 (111),293 (193),105 (11:20),16,,,3:20,--,--,--,--,--,--,110 kg,90 kg,180 kg,130 kg,44
194,94,33,Samuel Lim,http://games.crossfit.com/athlete/3722,1,66.14,95 (656),0,2,69 kg,187 (226),178 (257),115 (101),76 (222),100 (11:14),16,CrossFit Fire City Singapore,CrossFit Fire City,2:40,0:00,4:30,0:00,0,1:15,21:30,125 kg,95 kg,200 kg,160 kg,60
195,95,27,Yuriy Kazakov,http://games.crossfit.com/athlete/235994,1,71.26,96 (661),0,2,205 lb,197 (224),127 (259),80 (103),97 (215),160 (11:55),16,CrossFit EKB,CrossFit EKB,--,--,--,--,--,--,--,130 kg,110 kg,210 kg,180 kg,--
196,96,27,Darren Chai,http://games.crossfit.com/athlete/326076,1,,97 (674),0,2,162 lb,209 (221),81 (261),73 (104),145 (207),166 (11:57),16,,,--,--,--,--,--,--,--,--,--,--,--,--
197,97,25,Inigo Dulay,http://games.crossfit.com/athlete/106982,1,67.0,98 (676),0,2,150 lb,95 (244),316 (253),90 (103),58 (229),117 (11:30),16,CFMNL Regain Fitness,CrossFit MNL,2:52,9:14,--,--,--,1:11,23:17,265 lb,205 lb,430 lb,340 lb,--
198,98,27,Lim Wooyoung,http://games.crossfit.com/athlete/449003,1,69.29,99 (685),0,2,168 lb,161 (232),110 (259),79 (103),148 (207),187 (12:08),16,,CrossFit Marvel,3:30,--,2:58,--,--,--,18:21,285 lb,230 lb,385 lb,400 lb,53
199,99,30,Odelon Simpao,http://games.crossfit.com/athlete/457086,1,,100 (704),0,2,165 lb,376 (204),108 (260),87 (103),75 (222),58 (10:50),16,Primal Ape CrossFit,Primal Ape CrossFit,2:52,--,--,17:55,--,--,--,230 lb,165 lb,415 lb,345 lb,--
200,0,26,Kyle Frankenfeld,http://games.crossfit.com/athlete/18670,1,71.26,1 (8),0,3,205 lb,1 (338),1 (430),1 (146),2 (294),3 (08:23),16,CrossFit Moorabbin,CrossFit Moorabbin,2:47,8:05,1:06,0:00,0,1:05,0:00,145 kg,120 kg,230 kg,216 kg,50
