Unnamed: 0,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Score,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
1920,26,Taylor Drescher,http://games.crossfit.com/athlete/17394,1821 (12303),0,70.0,0,17394,169.0,2054 (234),1263 (341),349 (114),2183 (206),6454 (13:04),16,Team CDR,CrossFit CDR Redlands,199.0,570.0,120.0,1110.0,0,80.0,1300.0,235.0,175.0,440.0,300.0,20,1821,12303,2054,234,1263,341,349,114,2183,206,6454,784
1921,32,Renee Belcher,http://games.crossfit.com/athlete/42147,1822 (12312),0,62.0,0,42147,127.0,5989 (203),1151 (341),1436 (98),2043 (208),1693 (11:05),16,Four Barrel CrossFit East,Four Barrel CrossFit East,176.0,,,,,,1290.0,175.0,135.0,320.0,260.0,30,1822,12312,5989,203,1151,341,1436,98,2043,208,1693,665
1922,26,Harriet Hobbs,http://games.crossfit.com/athlete/585834,1823 (12313),0,,0,585834,146.0,2676 (226),1212 (341),2556 (89),4346 (194),1523 (10:58),16,CrossFit Athletic Brookvale,CrossFit Athletic,,,,,,,,,,,,,1823,12313,2676,226,1212,341,2556,89,4346,194,1523,658
1923,42,Carol Mezen,http://games.crossfit.com/athlete/294450,1823 (12313),0,67.0,0,294450,135.0,1471 (243),1900 (339),2964 (88),2218 (206),3760 (12:08),16,,Agate Pass CrossFit,,,,,,,,,,,,,1823,12313,1471,243,1900,339,2964,88,2218,206,3760,728
1924,49,Dawn Regnier Sibilia,http://games.crossfit.com/athlete/44814,1825 (12322),0,68.0,0,44814,126.0,1864 (237),5452 (255),2046 (91),1634 (212),1326 (10:50),16,CrossFit Fort Vancouver Farm Team,CrossFit Fort Vancouver,211.0,530.0,223.0,1024.0,,76.0,,140.0,115.0,255.0,190.0,24,1825,12322,1864,237,5452,255,2046,91,1634,212,1326,650
1925,27,Denicia Dodd,http://games.crossfit.com/athlete/111706,1826 (12329),0,,0,111706,,1095 (250),1588 (339),8825 (63),137 (258),684 (10:12),16,NorCal CrossFit Mountain View,NorCal CrossFit Mountain View,,,,,,,,,,,,,1826,12329,1095,250,1588,339,8825,63,137,258,684,612
1926,23,Nicole Gibson,http://games.crossfit.com/athlete/664900,1827 (12330),0,63.0,0,664900,120.0,4275 (213),1877 (339),825 (103),1394 (215),3959 (12:13),16,,,,,,,,,,,,,,,1827,12330,4275,213,1877,339,825,103,1394,215,3959,733
1927,27,Rachel Lynass,http://games.crossfit.com/athlete/447659,1827 (12330),0,68.0,0,447659,145.0,2818 (225),1173 (341),1161 (101),3715 (197),3463 (12:00),16,,CrossFit Phos,,,,,,,,,,,,,1827,12330,2818,225,1173,341,1161,101,3715,197,3463,720
1928,37,Amber McLeod,http://games.crossfit.com/athlete/21093,1829 (12332),0,,0,21093,143.0,616 (265),503 (346),6510 (74),1972 (208),2731 (11:42),16,Iron Mile,CrossFit Iron Mile,162.0,,112.0,,,,,195.0,150.0,335.0,265.0,40,1829,12332,616,265,503,346,6510,74,1972,208,2731,702
1929,22,Aria Bremner,http://games.crossfit.com/athlete/192731,1830 (12341),0,64.0,0,192731,153.0,3157 (221),2135 (288),881 (103),1357 (215),4811 (12:32),16,CrossFit Northlake,CrossFit Northlake,,,,,,,,,,,,,1830,12341,3157,221,2135,288,881,103,1357,215,4811,752
1930,30,Jennifer Bradford,http://games.crossfit.com/athlete/157335,1831 (12342),0,68.0,0,157335,163.0,2429 (230),737 (344),1093 (101),3312 (199),4771 (12:31),16,MAXIMUS,CrossFit Maximus Nashland,,,,,,,,0.0,,,0.0,,1831,12342,2429,230,737,344,1093,101,3312,199,4771,751
1931,28,Christina Philibert,http://games.crossfit.com/athlete/153762,1832 (12351),0,66.0,0,153762,155.0,3559 (219),2770 (261),2990 (88),1089 (219),1943 (11:16),16,Yankee Crossfit,Yankee CrossFit,,,,,,,,195.0,160.0,325.0,245.0,,1832,12351,3559,219,2770,261,2990,88,1089,219,1943,676
1932,36,Emily Strack,http://games.crossfit.com/athlete/145452,1833 (12353),0,,0,145452,143.0,1655 (240),2745 (261),1811 (93),1923 (209),4219 (12:19),16,,CrossFit 1781,,,,,,,,,,,,,1833,12353,1655,240,2745,261,1811,93,1923,209,4219,739
1933,26,Stephanie Rodriguez,http://games.crossfit.com/athlete/516993,1834 (12357),0,,0,516993,145.0,1005 (252),3753 (258),2225 (90),3166 (200),2208 (11:25),16,FITERNITY,Superhero CrossFit,,,,,,,,,,,,,1834,12357,1005,252,3753,258,2225,90,3166,200,2208,685
1934,24,Synne Krokstad,http://games.crossfit.com/athlete/309398,1835 (12361),0,66.14,0,309398,152.12,980 (253),1347 (340),5436 (76),1592 (212),3006 (11:49),16,Maxpuls Spartans,CrossFit Maxpuls,,,136.0,1073.0,398,59.0,1379.0,187.39,149.91,286.6,253.53,,1835,12361,980,253,1347,340,5436,76,1592,212,3006,709
1935,31,Jennifer Cusick,http://games.crossfit.com/athlete/248598,1836 (12363),0,,0,248598,161.0,2676 (226),2227 (263),4753 (77),871 (227),1836 (11:11),16,Delaware Crossfit,Delaware CrossFit,,,,,,,,200.0,150.0,300.0,272.0,,1836,12363,2676,226,2227,263,4753,77,871,227,1836,671
1936,34,Regina Butel,http://games.crossfit.com/athlete/158291,1837 (12371),0,62.0,0,158291,125.0,1706 (239),3326 (259),1736 (94),3423 (199),2180 (11:24),16,CFLS,CrossFit Lee's Summit (LS),216.0,,204.0,,325,,,165.0,135.0,250.0,220.0,30,1837,12371,1706,239,3326,259,1736,94,3423,199,2180,684
1937,26,Therese Marchand,http://games.crossfit.com/athlete/162570,1838 (12372),0,66.0,0,162570,145.0,881 (259),2055 (338),6310 (75),670 (234),2456 (11:33),16,CrossFit Tarpon Springs,CrossFit Tarpon Springs,,,,,,,,,,,,,1838,12372,881,259,2055,338,6310,75,670,234,2456,693
1938,26,Morgan Choszczyk,http://games.crossfit.com/athlete/390747,1839 (12384),0,67.0,0,390747,150.0,4020 (215),2018 (339),1281 (100),2972 (201),2093 (11:21),16,CrossFit Bluegrass,CrossFit Bluegrass,,,,,,,,190.0,160.0,285.0,240.0,,1839,12384,4020,215,2018,339,1281,100,2972,201,2093,681
